台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	情绪模组ID	动作ID	眼睛表情路径	是否眨眼
120252001	120252002		1	12202				
120252002			1	12201				
120259901	120259902		1	1005				
120259902			1	1005				
120259903			1	1005				
120259904	120259905		1	1005				
120259905			1	1005				
120259906			1	1005				
120259907	120259908		1	1005				
120259908			1	1044				
120259909	120259910		1	1044				
120259910			1	1044				
120259911			1	1044				
120259912	120259913		1	1044				
120259913			1	1044				
120259914	120259915		1	1044				
120259915			1	1005				
120259916			1	1044				
120260101	120260102		1	1044				
120260102	120260103		1	12203				
120260103	120260104		1	1044				
120260104	120260105		1	12203				
120260105	120260106		1	12203				
120260106	120260107		1	12203				
120260107	120260108		1	1005				
120260108	120260109		1	12203				
120260109	120260110		1	12203				
120260110	120260111,120260112		1	12203				
120260111	120260113	1	2					
120260112	120260113	1	2					
120260113	120260114		1	12203				
120260114	120260115		1	12203				
120260115	120260116		1	12203				
120260116	120260117		1	1044				
120260117	120260118		1	1044				
120260118	120260119		1	12203				
120260119	120260120		1	12203				
120260120	120260121		1	1044				
120260121	120260122		1	1044				
120260122	120260123		1	12203				
120260123	120260124		1	12203				
120260124	120260125		1	1044				
120260125			1	1044				
120260201	120260202		1	1044				
120260202	120260203		1	1044				
120260203	120260204		1	12230				
120260204	120260205		1	12230				
120260205	120260206		1	12230				
120260206	120260207		1	12230				
120260207	120260208		1	1044				
120260208	120260209		1	1044				
120260209	120260210		1	1044				
120260210	120260211		1	12230				
120260211	120260212		1	1044				
120260212	120260213		1	12230				
120260213	120260214		1	12230				
120260214	120260215		1	12230				
120260215	120260216		1	12230				
120260216	120260217		1	12230				
120260217	120260218		1	1044				
120260218	120260219		1	12230				
120260219	120260220		1	12230				
120260220	120260221		1	12230				
120260221	120260222		1	12230				
120260222	120260223		1	1044				
120260223	120260224		1	12230				
120260224	120260225		1	12230				
120260225	120260226		1	12230				
120260226	120260227,120260228		1	12230				
120260227	120260229	1	2					
120260228	120260229	1	2					
120260229	120260230		1	1005				
120260230	120260231		1	1005				
120260231	120260232		1	12230				
120260232	120260233		1	12230				
120260233	120260234		1	12230				
120260234	120260235		1	12230				
120260235	120260236		1	1044				
120260236	120260237		1	12230				
120260237	120260238		1	12230				
120260238	120260239		1	12230				
120260239	120260240		1	12231				
120260240	120260241		1	1005				
120260241	120260242		1	12230				
120260242	120260243		1	12230				
120260243	120260244		1	1005				
120260244	120260245,120260246		1	1005				
120260245	120260247	1	2					
120260246	120260247	1	2					
120260247	120260248		1	1044				
120260248	120260249		1	1044				
120260249			1	1044				
120260301	120260302		1	1044				
120260302	120260303		1	1044				
120260303	120260304	1	2					
120260304	120260305		1	1044				
120260305	120260306		1	1044				
120260306	120260307		1	1005				
120260307	120260308		1	1044				
120260308	120260309		1	12276				
120260309	120260310		1	12277				
120260310	120260311		1	12278				
120260311	120260312		1	1044				
120260312	120260313		1	12276				
120260313	120260314		1	12277				
120260314	120260315		1	1044				
120260315	120260316		1	1044				
120260316	120260317		1	1044				
120260317	120260318		1	12231				
120260318	120260319		1	12278				
120260319			1	12277				
120260401	120260402		1	1005				
120260402	120260403,120260404		1	1005				
120260403	120260405	1	2					
120260404	120260405	1	2					
120260405	120260406		1	1005				
120260406	120260407		1	1005				
120260407	120260408		1	1044				
120260408	120260409		1	1044				
120260409	120260410,120260411		1	1044				
120260410	120260412	1	2					
120260411	120260412	1	2					
120260412	120260413		1	12230				
120260413	120260414		1	12230				
120260414	120260415		1	12230				
120260415	120260416		1	1044				
120260416	120260417		1	1044				
120260417	120260418		1	1044				
120260418	120260419		1	1044				
120260419	120260420		1	12230				
120260420	120260421		1	1044				
120260421	120260422		1	1044				
120260422	120260423		1	1044				
120260423	120260424		1	12230				
120260424	120260425		1	1044				
120260425	120260426		1	1044				
120260426	120260427		1	1044				
120260427	120260428		1	1044				
120260428	120260429		1	1044				
120260429	120260430		1	1044				
120260430	120260431		1	12230				
120260431	120260432		1	1044				
120260432	120260433		1	12231				
120260433	120260434		1	12231				
120260434	120260435		1	12231				
120260435	120260436		1	12230				
120260436	120260437		1	1044				
120260437	120260438		1	1044				
120260438	120260439		1	12231				
120260439	120260440		1	1044				
120260440	120260441		1	1044				
120260441	120260442		1	12231				
120260442	120260443		1	1044				
120260443	120260444		1	1005				
120260444	120260445,120260447		1	1044				
120260445	120260446	1	2					
120260446	120260449		1	1044				
120260447	120260448	1	2					
120260448	120260449		1	1044				
120260449	120260450		1	12231				
120260450	120260451		1	12231				
120260451	120260452		1	1005				
120260452	120260453		1	1044				
120260453	120260454	1	2					
120260454	120260455		1	1044				
120260455			1	1044				
120260501	120260502		1	12201				
120260502	120260503		1	12202				
120260503	120260504		1	12233				
120260504	120260505		1	12233				
120260505	120260506		1	12202				
120260506	120260507		1	12201				
120260507	120260508		1	12201				
120260508	120260509		1	12201				
120260509	120260510		1	12202				
120260510	120260511		1	12234				
120260511	120260512		1	12201				
120260512	120260513		1	12234				
120260513	120260514		1	12201				
120260514	120260515		1	12201				
120260515	120260516		1	1005				
120260516	120260517		1	12201				
120260517	120260518		1	12201				
120260518	120260519	1	2					
120260519	120260520		1	12201				
120260520	120260521		1	12201				
120260521	120260522		1	12201				
120260522	120260523		1	12201				
120260523			1	12201				
120260601	120260602		1	1005				
120260602	120260603		1	12233				
120260603	120260604		1	12234				
120260604	120260605		1	12233				
120260605	120260606		1	1005				
120260606	120260607		1	12233				
120260607	120260608		1	1044				
120260608	120260609		1	1044				
120260609	120260610		1	12233				
120260610	120260611	1	2					
120260611	120260612		1	1044				
120260612	120260613		1	1044				
120260613	120260614		1	1005				
120260614	120260615	1	2					
120260615	120260618		1	12234				
120260616	120260617		1	12234				
120260617	120260618		1	12234				
120260618	120260619		1	12234				
120260619	120260620		1	1005				
120260620	120260621		1	12234				
120260621	120260622		1	12234				
120260622	120260623		1	12233				
120260623	120260624		1	12233				
120260624	120260625		1	1044				
120260625	120260626		1	12233				
120260626	120260627		1	1044				
120260627	120260628		1	12233				
120260628	120260629		1	1044				
120260629	120260630		1	1044				
120260630			1	12233				
120260701	120260702		1	12275				
120260702	120260703		1	12275				
120260703	120260704		1	12275				
120260704	120260705		1	12275				
120260705	120260706		1	1044				
120260706	120260707		1	12275				
120260707	120260708		1	12275				
120260708	120260709		1	12275				
120260709	120260710		1	1005				
120260710	120260711	1	2					
120260711	120260712		1	12275				
120260712	120260713		1	12275				
120260713	120260714		1	12275				
120260714	120260715		1	12275				
120260715	120260716		1	12230				
120260716	120260717		1	12275				
120260717	120260718		1	12230				
120260718	120260719		1	12275				
120260719	120260720		1	12230				
120260720	120260721		1	12275				
120260721	120260722		1	1044				
120260722	120260723		1	12275				
120260723	120260724		1	1044				
120260724	120260725		1	12230				
120260725	120260726		1	1044				
120260726	120260727		1	12230				
120260727	120260728		1	1044				
120260728	120260729		1	12230				
120260729	120260730		1	12230				
120260730	120260731		1	1044				
120260731	120260732		1	1044				
120260732	120260733		1	12230				
120260733	120260734		1	12230				
120260734	120260735		1	1044				
120260735	120260736		1	12230				
120260736	120260737		1	12230				
120260737	120260738		1	12230				
120260738	120260739		1	12230				
120260739	120260740		1	12231				
120260740	120260741		1	1005				
120260741	120260742		1	12230				
120260742	120260743		1	12230				
120260743	120260744		1	1005				
120260744	120260745		1	1044				
120260745	120260746		1	12230				
120260746	120260747		1	1044				
120260747	120260748		1	1044				
120260748	120260749		1	1044				
120260749	120260750		1	1044				
120260750	120260751		1	12230				
120260751	120260752		1	1044				
120260752	120260753		1	1044				
120260753	120260754		1	1044				
120260754	120260755		1	1044				
120260755			1	1044				
120260801	120260802		1	1044				
120260802	120260803		1	1044				
120260803	120260804		1	1005				
120260804	120260805	1	2					
120260805	120260806		1	1044				
120260806	120260807	1	2					
120260807	120260808		1	1044				
120260808	120260809		1	1044				
120260809	120260810		1	1044				
120260810	120260811	1	2					
120260811	120260812		1	1005				
120260812			1	1044				
120261001	120261002		1	12203				
120261002			1	12203				
120261201	120261202		1	1044				
120261202	120261203		1	1044				
120261203	120261204		1	1005				
120261204	120261205		1	1005				
120261205	120261206		1	1044				
120261206			1	1044				
120261901	120261902		1	12201				
120261902			1	12201				
120269901	120269902		1	1044				
120269902			1	1044				
120269903	120269904		1	1044				
120269904	120269905		1	1044				
120269905	120269906		1	1005				
120269906			1	1044				
120269907	120269908		1	1044				
120269908			1	1044				
120269909	120269910		1	1044				
120269910			1	1044				
120269911	120269912		1	1044				
120269912			1	1044				
120269913	120269914		1	1044				
120269914			1	1044				
120269915	120269916		1	1044				
120269916			1	1044				
120269917	120269918		1	1005				
120269918			1	1005				
120269919			1	1005				
120269920			1	1005				
120270101	120270102		1	12201				
120270102			1	12201				
180000101	180000102		1	151201				
180000102	180000103,180000104		1	151201				
180000103	180000105	1	2					
180000104	180000105	1	2					
180000105	180000106		1	151201				
180000106	180000107		1	151201				
180000107	180000108		1	1005				
180000108	180000109		1	151201				
180000109	180000110		1	151201				
180000110	180000111		1	1005				
180000111	180000112		1	1005				
180000112	180000113	1	2	151201				
180000113	180000114		1	1005				
180000114	180000115		1	151201				
180000115	180000116	1	2					
180000116	180000117		1	1005				
180000117	180000118		1	151201				
180000118	180000119		1	151201				
180000119	180000120		1	151201				
180000120	180000121,180000122		1	151201				
180000121	180000123	1	2					
180000122	180000123	1	2					
180000123	180000124		1	151201				
180000124	180000125		1	151201				
180000125	180000126	1	2					
180000126	180000127		1	151201				
180000127	180000128		1	151201				
180000128			1	151201				
180000201	180000202		1	143901				
180000202	180000203	1	2					
180000203	180000204		1	143901				
180000204	180000205		1	143901				
180000205	180000206		1	143901				
180000206	180000207		1	143901				
180000207	180000208		1	1005				
180000208	180000209		1	143901				
180000209	180000210		1	143901				
180000210			1	143901				
180000301	180000302		1	141701				
180000302	180000303	1	2					
180000303	180000304		1	141701				
